n,method,value,ops,time_ms
164,memoization,8404037832974134882743767626780173,163,0.119700
165,iterative,13598018856492162040239554477268290,164,0.027900
165,memoization,13598018856492162040239554477268290,164,0.125200
166,iterative,22002056689466296922983322104048463,165,0.027300
166,memoization,22002056689466296922983322104048463,165,0.121500
167,iterative,35600075545958458963222876581316753,166,0.028700
167,memoization,35600075545958458963222876581316753,166,0.126700
168,iterative,57602132235424755886206198685365216,167,0.026700
168,memoization,57602132235424755886206198685365216,167,0.124100
169,iterative,93202207781383214849429075266681969,168,0.026800
169,memoization,93202207781383214849429075266681969,168,0.135500
170,iterative,150804340016807970735635273952047185,169,0.027100
170,memoization,150804340016807970735635273952047185,169,0.129300
171,iterative,244006547798191185585064349218729154,170,0.028000
171,memoization,244006547798191185585064349218729154,170,0.127900
172,iterative,394810887814999156320699623170776339,171,0.027200
172,memoization,394810887814999156320699623170776339,171,0.127300
173,iterative,638817435613190341905763972389505493,172,0.027300
173,memoization,638817435613190341905763972389505493,172,0.128000
174,iterative,1033628323428189498226463595560281832,173,0.027400
174,memoization,1033628323428189498226463595560281832,173,0.133100
175,iterative,1672445759041379840132227567949787325,174,0.027600
175,memoization,1672445759041379840132227567949787325,174,0.131100
176,iterative,2706074082469569338358691163510069157,175,0.027800
176,memoization,2706074082469569338358691163510069157,175,0.130000
177,iterative,4378519841510949178490918731459856482,176,0.027900
177,memoization,4378519841510949178490918731459856482,176,0.129900
178,iterative,7084593923980518516849609894969925639,177,0.028000
178,memoization,7084593923980518516849609894969925639,177,0.135700
179,iterative,11463113765491467695340528626429782121,178,0.029500
179,memoization,11463113765491467695340528626429782121,178,0.132300
180,iterative,18547707689471986212190138521399707760,179,0.028000
180,memoization,18547707689471986212190138521399707760,179,0.133000
181,iterative,30010821454963453907530667147829489881,180,0.029000
181,memoization,30010821454963453907530667147829489881,180,0.145000
182,iterative,48558529144435440119720805669229197641,181,0.031200
182,memoization,48558529144435440119720805669229197641,181,0.145900
183,iterative,78569350599398894027251472817058687522,182,0.029200
183,memoization,78569350599398894027251472817058687522,182,0.139200
184,iterative,127127879743834334146972278486287885163,183,0.028100
184,memoization,127127879743834334146972278486287885163,183,0.219800
185,iterative,205697230343233228174223751303346572685,184,0.038900
185,memoization,205697230343233228174223751303346572685,184,0.209900
186,iterative,332825110087067562321196029789634457848,185,0.038100
186,memoization,332825110087067562321196029789634457848,185,0.210100
187,iterative,538522340430300790495419781092981030533,186,0.034200
187,memoization,538522340430300790495419781092981030533,186,0.214400
188,iterative,871347450517368352816615810882615488381,187,0.045300
188,memoization,871347450517368352816615810882615488381,187,0.144100
189,iterative,1409869790947669143312035591975596518914,188,0.014400
189,memoization,1409869790947669143312035591975596518914,188,0.084000
190,iterative,2281217241465037496128651402858212007295,189,0.013500
190,memoization,2281217241465037496128651402858212007295,189,0.088200
191,iterative,3691087032412706639440686994833808526209,190,0.013400
191,memoization,3691087032412706639440686994833808526209,190,0.130800
192,iterative,5972304273877744135569338397692020533504,191,0.013700
192,memoization,5972304273877744135569338397692020533504,191,0.085700
193,iterative,9663391306290450775010025392525829059713,192,0.013400
193,memoization,9663391306290450775010025392525829059713,192,0.083900
194,iterative,15635695580168194910579363790217849593217,193,0.013700
194,memoization,15635695580168194910579363790217849593217,193,0.083600
195,iterative,25299086886458645685589389182743678652930,194,0.013800
195,memoization,25299086886458645685589389182743678652930,194,0.088700
196,iterative,40934782466626840596168752972961528246147,195,0.014200
196,memoization,40934782466626840596168752972961528246147,195,0.085300
197,iterative,66233869353085486281758142155705206899077,196,0.013900
197,memoization,66233869353085486281758142155705206899077,196,0.089900
198,iterative,107168651819712326877926895128666735145224,197,0.014000
198,memoization,107168651819712326877926895128666735145224,197,0.089200
199,iterative,173402521172797813159685037284371942044301,198,0.014000
199,memoization,173402521172797813159685037284371942044301,198,0.088400
200,iterative,280571172992510140037611932413038677189525,199,0.014000
200,memoization,280571172992510140037611932413038677189525,199,0.094200
201,iterative,453973694165307953197296969697410619233826,200,0.014100
201,memoization,453973694165307953197296969697410619233826,200,0.090600
202,iterative,734544867157818093234908902110449296423351,201,0.014100
202,memoization,734544867157818093234908902110449296423351,201,0.090200
203,iterative,1188518561323126046432205871807859915657177,202,0.014100
203,memoization,1188518561323126046432205871807859915657177,202,0.093600
204,iterative,1923063428480944139667114773918309212080528,203,0.014300
204,memoization,1923063428480944139667114773918309212080528,203,0.095500
205,iterative,3111581989804070186099320645726169127737705,204,0.014500
205,memoization,3111581989804070186099320645726169127737705,204,0.094000
206,iterative,5034645418285014325766435419644478339818233,205,0.014300
206,memoization,5034645418285014325766435419644478339818233,205,0.092300
207,iterative,8146227408089084511865756065370647467555938,206,0.014400
207,memoization,8146227408089084511865756065370647467555938,206,0.093700
208,iterative,13180872826374098837632191485015125807374171,207,0.014500
208,memoization,13180872826374098837632191485015125807374171,207,0.102500
209,iterative,21327100234463183349497947550385773274930109,208,0.019100
209,memoization,21327100234463183349497947550385773274930109,208,0.097300
210,iterative,34507973060837282187130139035400899082304280,209,0.014900
210,memoization,34507973060837282187130139035400899082304280,209,0.103200
211,iterative,55835073295300465536628086585786672357234389,210,0.015300
211,memoization,55835073295300465536628086585786672357234389,210,0.097500
212,iterative,90343046356137747723758225621187571439538669,211,0.015000
212,memoization,90343046356137747723758225621187571439538669,211,0.096300
213,iterative,146178119651438213260386312206974243796773058,212,0.015100
213,memoization,146178119651438213260386312206974243796773058,212,0.105200
214,iterative,236521166007575960984144537828161815236311727,213,0.015300
214,memoization,236521166007575960984144537828161815236311727,213,0.097300
215,iterative,382699285659014174244530850035136059033084785,214,0.015400
215,memoization,382699285659014174244530850035136059033084785,214,0.098000
216,iterative,619220451666590135228675387863297874269396512,215,0.015300
216,memoization,619220451666590135228675387863297874269396512,215,0.102400
217,iterative,1001919737325604309473206237898433933302481297,216,0.016600
217,memoization,1001919737325604309473206237898433933302481297,216,0.103500
218,iterative,1621140188992194444701881625761731807571877809,217,0.015600
218,memoization,1621140188992194444701881625761731807571877809,217,0.139300
219,iterative,2623059926317798754175087863660165740874359106,218,0.015700
219,memoization,2623059926317798754175087863660165740874359106,218,0.098900
220,iterative,4244200115309993198876969489421897548446236915,219,0.015700
220,memoization,4244200115309993198876969489421897548446236915,219,0.101100
221,iterative,6867260041627791953052057353082063289320596021,220,0.015800
221,memoization,6867260041627791953052057353082063289320596021,220,0.103600
222,iterative,11111460156937785151929026842503960837766832936,221,0.015700
222,memoization,11111460156937785151929026842503960837766832936,221,0.100700
223,iterative,17978720198565577104981084195586024127087428957,222,0.015800
223,memoization,17978720198565577104981084195586024127087428957,222,0.099900
224,iterative,29090180355503362256910111038089984964854261893,223,0.016400
224,memoization,29090180355503362256910111038089984964854261893,223,0.108800
225,iterative,47068900554068939361891195233676009091941690850,224,0.016900
225,memoization,47068900554068939361891195233676009091941690850,224,0.099500
226,iterative,76159080909572301618801306271765994056795952743,225,0.016000
226,memoization,76159080909572301618801306271765994056795952743,225,0.104900
227,iterative,123227981463641240980692501505442003148737643593,226,0.016200
227,memoization,123227981463641240980692501505442003148737643593,226,0.099200
228,iterative,199387062373213542599493807777207997205533596336,227,0.016100
228,memoization,199387062373213542599493807777207997205533596336,227,0.101600
229,iterative,322615043836854783580186309282650000354271239929,228,0.016200
229,memoization,322615043836854783580186309282650000354271239929,228,0.101100
230,iterative,522002106210068326179680117059857997559804836265,229,0.016300
230,memoization,522002106210068326179680117059857997559804836265,229,0.106200
231,iterative,844617150046923109759866426342507997914076076194,230,0.016400
231,memoization,844617150046923109759866426342507997914076076194,230,0.104500
232,iterative,1366619256256991435939546543402365995473880912459,231,0.016400
232,memoization,1366619256256991435939546543402365995473880912459,231,0.104600
233,iterative,2211236406303914545699412969744873993387956988653,232,0.016400
233,memoization,2211236406303914545699412969744873993387956988653,232,0.104300
234,iterative,3577855662560905981638959513147239988861837901112,233,0.016700
234,memoization,3577855662560905981638959513147239988861837901112,233,0.110500
235,iterative,5789092068864820527338372482892113982249794889765,234,0.016600
235,memoization,5789092068864820527338372482892113982249794889765,234,0.104400
236,iterative,9366947731425726508977331996039353971111632790877,235,0.016700
236,memoization,9366947731425726508977331996039353971111632790877,235,0.106200
237,iterative,15156039800290547036315704478931467953361427680642,236,0.016800
237,memoization,15156039800290547036315704478931467953361427680642,236,0.105600
238,iterative,24522987531716273545293036474970821924473060471519,237,0.017100
238,memoization,24522987531716273545293036474970821924473060471519,237,0.108000
239,iterative,39679027332006820581608740953902289877834488152161,238,0.016800
239,memoization,39679027332006820581608740953902289877834488152161,238,0.113900
240,iterative,64202014863723094126901777428873111802307548623680,239,0.017000
240,memoization,64202014863723094126901777428873111802307548623680,239,0.108000
241,iterative,103881042195729914708510518382775401680142036775841,240,0.016900
241,memoization,103881042195729914708510518382775401680142036775841,240,0.108600
242,iterative,168083057059453008835412295811648513482449585399521,241,0.017000
242,memoization,168083057059453008835412295811648513482449585399521,241,0.108800
243,iterative,271964099255182923543922814194423915162591622175362,242,0.017200
243,memoization,271964099255182923543922814194423915162591622175362,242,0.113000
244,iterative,440047156314635932379335110006072428645041207574883,243,0.019000
244,memoization,440047156314635932379335110006072428645041207574883,243,0.111100
245,iterative,712011255569818855923257924200496343807632829750245,244,0.017300
245,memoization,712011255569818855923257924200496343807632829750245,244,0.147500
246,iterative,1152058411884454788302593034206568772452674037325128,245,0.017300
246,memoization,1152058411884454788302593034206568772452674037325128,245,0.113100
247,iterative,1864069667454273644225850958407065116260306867075373,246,0.017600
247,memoization,1864069667454273644225850958407065116260306867075373,246,0.114500
248,iterative,3016128079338728432528443992613633888712980904400501,247,0.017500
248,memoization,3016128079338728432528443992613633888712980904400501,247,0.112000
249,iterative,4880197746793002076754294951020699004973287771475874,248,0.017800
249,memoization,4880197746793002076754294951020699004973287771475874,248,0.114000
250,iterative,7896325826131730509282738943634332893686268675876375,249,0.017700
250,memoization,7896325826131730509282738943634332893686268675876375,249,0.114600
251,iterative,12776523572924732586037033894655031898659556447352249,250,0.018000
251,memoization,12776523572924732586037033894655031898659556447352249,250,0.115200
252,iterative,20672849399056463095319772838289364792345825123228624,251,0.018100
252,memoization,20672849399056463095319772838289364792345825123228624,251,0.117300
253,iterative,33449372971981195681356806732944396691005381570580873,252,0.018300
253,memoization,33449372971981195681356806732944396691005381570580873,252,0.117900
254,iterative,54122222371037658776676579571233761483351206693809497,253,0.018000
254,memoization,54122222371037658776676579571233761483351206693809497,253,0.114000
255,iterative,87571595343018854458033386304178158174356588264390370,254,0.018100
255,memoization,87571595343018854458033386304178158174356588264390370,254,0.476900
256,iterative,141693817714056513234709965875411919657707794958199867,255,0.018600
256,memoization,141693817714056513234709965875411919657707794958199867,255,0.113900
257,iterative,229265413057075367692743352179590077832064383222590237,256,0.018400
257,memoization,229265413057075367692743352179590077832064383222590237,256,0.111200
258,iterative,370959230771131880927453318055001997489772178180790104,257,0.018700
258,memoization,370959230771131880927453318055001997489772178180790104,257,0.116700
259,iterative,600224643828207248620196670234592075321836561403380341,258,0.018800
259,memoization,600224643828207248620196670234592075321836561403380341,258,0.117900
260,iterative,971183874599339129547649988289594072811608739584170445,259,0.018600
260,memoization,971183874599339129547649988289594072811608739584170445,259,0.115100
261,iterative,1571408518427546378167846658524186148133445300987550786,260,0.018600
261,memoization,1571408518427546378167846658524186148133445300987550786,260,0.111900
262,iterative,2542592393026885507715496646813780220945054040571721231,261,0.018700
262,memoization,2542592393026885507715496646813780220945054040571721231,261,0.111800
263,iterative,4114000911454431885883343305337966369078499341559272017,262,0.018800
263,memoization,4114000911454431885883343305337966369078499341559272017,262,0.111100
264,iterative,6656593304481317393598839952151746590023553382130993248,263,0.018700
264,memoization,6656593304481317393598839952151746590023553382130993248,263,0.118100
265,iterative,10770594215935749279482183257489712959102052723690265265,264,0.018800
265,memoization,10770594215935749279482183257489712959102052723690265265,264,0.123700
266,iterative,17427187520417066673081023209641459549125606105821258513,265,0.018900
266,memoization,17427187520417066673081023209641459549125606105821258513,265,0.116900
267,iterative,28197781736352815952563206467131172508227658829511523778,266,0.019700
267,memoization,28197781736352815952563206467131172508227658829511523778,266,0.118000
268,iterative,45624969256769882625644229676772632057353264935332782291,267,0.019300
268,memoization,45624969256769882625644229676772632057353264935332782291,267,0.116900
269,iterative,73822750993122698578207436143903804565580923764844306069,268,0.019300
269,memoization,73822750993122698578207436143903804565580923764844306069,268,0.121700
270,iterative,119447720249892581203851665820676436622934188700177088360,269,0.019200
270,memoization,119447720249892581203851665820676436622934188700177088360,269,0.116600
271,iterative,193270471243015279782059101964580241188515112465021394429,270,0.019400
271,memoization,193270471243015279782059101964580241188515112465021394429,270,0.119300
272,iterative,312718191492907860985910767785256677811449301165198482789,271,0.019500
272,memoization,312718191492907860985910767785256677811449301165198482789,271,0.120800
273,iterative,505988662735923140767969869749836918999964413630219877218,272,0.019600
273,memoization,505988662735923140767969869749836918999964413630219877218,272,0.125600
274,iterative,818706854228831001753880637535093596811413714795418360007,273,0.020900
274,memoization,818706854228831001753880637535093596811413714795418360007,273,0.126500
275,iterative,1324695516964754142521850507284930515811378128425638237225,274,0.020200
275,memoization,1324695516964754142521850507284930515811378128425638237225,274,0.122400
276,iterative,2143402371193585144275731144820024112622791843221056597232,275,0.020000
276,memoization,2143402371193585144275731144820024112622791843221056597232,275,0.121900
277,iterative,3468097888158339286797581652104954628434169971646694834457,276,0.019900
277,memoization,3468097888158339286797581652104954628434169971646694834457,276,0.123400
278,iterative,5611500259351924431073312796924978741056961814867751431689,277,0.020600
278,memoization,5611500259351924431073312796924978741056961814867751431689,277,0.127100
279,iterative,9079598147510263717870894449029933369491131786514446266146,278,0.020000
279,memoization,9079598147510263717870894449029933369491131786514446266146,278,0.125200
280,iterative,14691098406862188148944207245954912110548093601382197697835,279,0.020000
280,memoization,14691098406862188148944207245954912110548093601382197697835,279,0.123100
281,iterative,23770696554372451866815101694984845480039225387896643963981,280,0.020100
281,memoization,23770696554372451866815101694984845480039225387896643963981,280,0.123700
282,iterative,38461794961234640015759308940939757590587318989278841661816,281,0.020300
282,memoization,38461794961234640015759308940939757590587318989278841661816,281,0.126800
283,iterative,62232491515607091882574410635924603070626544377175485625797,282,0.020400
283,memoization,62232491515607091882574410635924603070626544377175485625797,282,0.123500
284,iterative,100694286476841731898333719576864360661213863366454327287613,283,0.020700
284,memoization,100694286476841731898333719576864360661213863366454327287613,283,0.126100
285,iterative,162926777992448823780908130212788963731840407743629812913410,284,0.020600
285,memoization,162926777992448823780908130212788963731840407743629812913410,284,0.123400
286,iterative,263621064469290555679241849789653324393054271110084140201023,285,0.021300
286,memoization,263621064469290555679241849789653324393054271110084140201023,285,0.128500
287,iterative,426547842461739379460149980002442288124894678853713953114433,286,0.021100
287,memoization,426547842461739379460149980002442288124894678853713953114433,286,0.124900
288,iterative,690168906931029935139391829792095612517948949963798093315456,287,0.021200
288,memoization,690168906931029935139391829792095612517948949963798093315456,287,0.125300
289,iterative,1116716749392769314599541809794537900642843628817512046429889,288,0.021000
289,memoization,1116716749392769314599541809794537900642843628817512046429889,288,0.127900
290,iterative,1806885656323799249738933639586633513160792578781310139745345,289,0.021800
290,memoization,1806885656323799249738933639586633513160792578781310139745345,289,0.189400
291,iterative,2923602405716568564338475449381171413803636207598822186175234,290,0.049700
291,memoization,2923602405716568564338475449381171413803636207598822186175234,290,0.164600
292,iterative,4730488062040367814077409088967804926964428786380132325920579,291,0.022600
292,memoization,4730488062040367814077409088967804926964428786380132325920579,291,0.129300
293,iterative,7654090467756936378415884538348976340768064993978954512095813,292,0.021900
293,memoization,7654090467756936378415884538348976340768064993978954512095813,292,0.128000
294,iterative,12384578529797304192493293627316781267732493780359086838016392,293,0.021900
294,memoization,12384578529797304192493293627316781267732493780359086838016392,293,0.128100
295,iterative,20038668997554240570909178165665757608500558774338041350112205,294,0.021700
295,memoization,20038668997554240570909178165665757608500558774338041350112205,294,0.184400
296,iterative,32423247527351544763402471792982538876233052554697128188128597,295,0.021900
296,memoization,32423247527351544763402471792982538876233052554697128188128597,295,0.133900
297,iterative,52461916524905785334311649958648296484733611329035169538240802,296,0.022100
297,memoization,52461916524905785334311649958648296484733611329035169538240802,296,0.132900
298,iterative,84885164052257330097714121751630835360966663883732297726369399,297,0.022000
298,memoization,84885164052257330097714121751630835360966663883732297726369399,297,0.133200
299,iterative,137347080577163115432025771710279131845700275212767467264610201,298,0.022000
299,memoization,137347080577163115432025771710279131845700275212767467264610201,298,0.137900
300,iterative,222232244629420445529739893461909967206666939096499764990979600,299,0.022000
300,memoization,222232244629420445529739893461909967206666939096499764990979600,299,0.134300
301,iterative,359579325206583560961765665172189099052367214309267232255589801,300,0.022500
301,memoization,359579325206583560961765665172189099052367214309267232255589801,300,0.136100
302,iterative,581811569836004006491505558634099066259034153405766997246569401,301,0.022300
302,memoization,581811569836004006491505558634099066259034153405766997246569401,301,0.135400
303,iterative,941390895042587567453271223806288165311401367715034229502159202,302,0.022400
303,memoization,941390895042587567453271223806288165311401367715034229502159202,302,0.136300
304,iterative,1523202464878591573944776782440387231570435521120801226748728603,303,0.022400
304,memoization,1523202464878591573944776782440387231570435521120801226748728603,303,0.140000
305,iterative,2464593359921179141398048006246675396881836888835835456250887805,304,0.022700
305,memoization,2464593359921179141398048006246675396881836888835835456250887805,304,0.138300
306,iterative,3987795824799770715342824788687062628452272409956636682999616408,305,0.022700
306,memoization,3987795824799770715342824788687062628452272409956636682999616408,305,0.137900
307,iterative,6452389184720949856740872794933738025334109298792472139250504213,306,0.024300
307,memoization,6452389184720949856740872794933738025334109298792472139250504213,306,0.137600
308,iterative,10440185009520720572083697583620800653786381708749108822250120621,307,0.023200
308,memoization,10440185009520720572083697583620800653786381708749108822250120621,307,0.141200
309,iterative,16892574194241670428824570378554538679120491007541580961500624834,308,0.022900
309,memoization,16892574194241670428824570378554538679120491007541580961500624834,308,0.137700
310,iterative,27332759203762391000908267962175339332906872716290689783750745455,309,0.023600
310,memoization,27332759203762391000908267962175339332906872716290689783750745455,309,0.139300
311,iterative,44225333398004061429732838340729878012027363723832270745251370289,310,0.023000
311,memoization,44225333398004061429732838340729878012027363723832270745251370289,310,0.138700
312,iterative,71558092601766452430641106302905217344934236440122960529002115744,311,0.023300
312,memoization,71558092601766452430641106302905217344934236440122960529002115744,311,0.144200
313,iterative,115783425999770513860373944643635095356961600163955231274253486033,312,0.023100
313,memoization,115783425999770513860373944643635095356961600163955231274253486033,312,0.141500
314,iterative,187341518601536966291015050946540312701895836604078191803255601777,313,0.023200
314,memoization,187341518601536966291015050946540312701895836604078191803255601777,313,0.140800
315,iterative,303124944601307480151388995590175408058857436768033423077509087810,314,0.023500
315,memoization,303124944601307480151388995590175408058857436768033423077509087810,314,0.141000
316,iterative,490466463202844446442404046536715720760753273372111614880764689587,315,0.023400
316,memoization,490466463202844446442404046536715720760753273372111614880764689587,315,0.142300
317,iterative,793591407804151926593793042126891128819610710140145037958273777397,316,0.023500
317,memoization,793591407804151926593793042126891128819610710140145037958273777397,316,0.147400
318,iterative,1284057871006996373036197088663606849580363983512256652839038466984,317,0.024000
318,memoization,1284057871006996373036197088663606849580363983512256652839038466984,317,0.149800
319,iterative,2077649278811148299629990130790497978399974693652401690797312244381,318,0.024700
319,memoization,2077649278811148299629990130790497978399974693652401690797312244381,318,0.144100
320,iterative,3361707149818144672666187219454104827980338677164658343636350711365,319,0.024200
320,memoization,3361707149818144672666187219454104827980338677164658343636350711365,319,0.143900
321,iterative,5439356428629292972296177350244602806380313370817060034433662955746,320,0.024000
321,memoization,5439356428629292972296177350244602806380313370817060034433662955746,320,0.152100
322,iterative,8801063578447437644962364569698707634360652047981718378070013667111,321,0.024000
322,memoization,8801063578447437644962364569698707634360652047981718378070013667111,321,0.183600
323,iterative,14240420007076730617258541919943310440740965418798778412503676622857,322,0.024500
323,memoization,14240420007076730617258541919943310440740965418798778412503676622857,322,0.158000
324,iterative,23041483585524168262220906489642018075101617466780496790573690289968,323,0.024300
324,memoization,23041483585524168262220906489642018075101617466780496790573690289968,323,0.144900
325,iterative,37281903592600898879479448409585328515842582885579275203077366912825,324,0.024300
325,memoization,37281903592600898879479448409585328515842582885579275203077366912825,324,0.153600
326,iterative,60323387178125067141700354899227346590944200352359771993651057202793,325,0.024600
326,memoization,60323387178125067141700354899227346590944200352359771993651057202793,325,0.150300
327,iterative,97605290770725966021179803308812675106786783237939047196728424115618,326,0.024500
327,memoization,97605290770725966021179803308812675106786783237939047196728424115618,326,0.149500
328,iterative,157928677948851033162880158208040021697730983590298819190379481318411,327,0.024700
328,memoization,157928677948851033162880158208040021697730983590298819190379481318411,327,0.155000
329,iterative,255533968719576999184059961516852696804517766828237866387107905434029,328,0.026100
329,memoization,255533968719576999184059961516852696804517766828237866387107905434029,328,0.156600
330,iterative,413462646668428032346940119724892718502248750418536685577487386752440,329,0.024700
330,memoization,413462646668428032346940119724892718502248750418536685577487386752440,329,0.158800
331,iterative,668996615388005031531000081241745415306766517246774551964595292186469,330,0.025000
331,memoization,668996615388005031531000081241745415306766517246774551964595292186469,330,0.154900
332,iterative,1082459262056433063877940200966638133809015267665311237542082678938909,331,0.024600
332,memoization,1082459262056433063877940200966638133809015267665311237542082678938909,331,0.156300
333,iterative,1751455877444438095408940282208383549115781784912085789506677971125378,332,0.024900
333,memoization,1751455877444438095408940282208383549115781784912085789506677971125378,332,0.159800
334,iterative,2833915139500871159286880483175021682924797052577397027048760650064287,333,0.025200
334,memoization,2833915139500871159286880483175021682924797052577397027048760650064287,333,0.163000
335,iterative,4585371016945309254695820765383405232040578837489482816555438621189665,334,0.025100
335,memoization,4585371016945309254695820765383405232040578837489482816555438621189665,334,0.156400
336,iterative,7419286156446180413982701248558426914965375890066879843604199271253952,335,0.025200
336,memoization,7419286156446180413982701248558426914965375890066879843604199271253952,335,0.159100
337,iterative,12004657173391489668678522013941832147005954727556362660159637892443617,336,0.025400
337,memoization,12004657173391489668678522013941832147005954727556362660159637892443617,336,0.153500
338,iterative,19423943329837670082661223262500259061971330617623242503763837163697569,337,0.025800
338,memoization,19423943329837670082661223262500259061971330617623242503763837163697569,337,0.153300
339,iterative,31428600503229159751339745276442091208977285345179605163923475056141186,338,0.026600
339,memoization,31428600503229159751339745276442091208977285345179605163923475056141186,338,0.162700
340,iterative,50852543833066829834000968538942350270948615962802847667687312219838755,339,0.025400
340,memoization,50852543833066829834000968538942350270948615962802847667687312219838755,339,0.157800
341,iterative,82281144336295989585340713815384441479925901307982452831610787275979941,340,0.025400
341,memoization,82281144336295989585340713815384441479925901307982452831610787275979941,340,0.170600
342,iterative,133133688169362819419341682354326791750874517270785300499298099495818696,341,0.025500
342,memoization,133133688169362819419341682354326791750874517270785300499298099495818696,341,0.170400
343,iterative,215414832505658809004682396169711233230800418578767753330908886771798637,342,0.027000
