n,method,value,ops,time_ms
1403,memoization,72472671149798233452604972412243313860847098380325845343398263889154610826532603695061253798162519480425428286560675887616863650367430578034003682635528481268251230820266517759861091390586952964056529395249601897200752280378107863197054556955801784554198418377773722840611714030725713338593977,1402,0.943900
1404,iterative,117263245175867463799532318374980881529962022519502228035872837708649090248424373443271538216705463141385610448956775084604481156059481762494901153888425200813943473044358492741347621938192044138466539401412097167149198367244191125080781798957610825307555792884977509816740764988824919349694928,1403,0.133800
1404,memoization,117263245175867463799532318374980881529962022519502228035872837708649090248424373443271538216705463141385610448956775084604481156059481762494901153888425200813943473044358492741347621938192044138466539401412097167149198367244191125080781798957610825307555792884977509816740764988824919349694928,1403,0.991400
1405,iterative,189735916325665697252137290787224195390809120899828073379271101597803701074956977138332792014867982621811038735517450972221344806426912340528904836523953682082194703864625010501208713328778997102523068796661699064349950647622298988277836355913412609861754211262751232657352479019550632688288905,1404,0.253900
1405,memoization,189735916325665697252137290787224195390809120899828073379271101597803701074956977138332792014867982621811038735517450972221344806426912340528904836523953682082194703864625010501208713328778997102523068796661699064349950647622298988277836355913412609861754211262751232657352479019550632688288905,1404,1.244300
1406,iterative,306999161501533161051669609162205076920771143419330301415143939306452791323381350581604330231573445763196649184474226056825825962486394103023805990412378882896138176908983503242556335266971041240989608198073796231499149014866490113358618154871023435169310004147728742474093244008375552037983833,1405,0.250700
1406,memoization,306999161501533161051669609162205076920771143419330301415143939306452791323381350581604330231573445763196649184474226056825825962486394103023805990412378882896138176908983503242556335266971041240989608198073796231499149014866490113358618154871023435169310004147728742474093244008375552037983833,1405,1.204700
1407,iterative,496735077827198858303806899949429272311580264319158374794415040904256492398338327719937122246441428385007687919991677029047170768913306443552710826936332564978332880773608513743765048595750038343512676994735495295849099662488789101636454510784436045031064215410479975131445723027926184726272738,1406,0.250800
1407,memoization,496735077827198858303806899949429272311580264319158374794415040904256492398338327719937122246441428385007687919991677029047170768913306443552710826936332564978332880773608513743765048595750038343512676994735495295849099662488789101636454510784436045031064215410479975131445723027926184726272738,1406,1.182100
1408,iterative,803734239328732019355476509111634349232351407738488676209558980210709283721719678301541452478014874148204337104465903085872996731399700546576516817348711447874471057682592016986321383862721079584502285192809291527348248677355279214995072665655459480200374219558208717605538967036301736764256571,1407,0.252900
1408,memoization,803734239328732019355476509111634349232351407738488676209558980210709283721719678301541452478014874148204337104465903085872996731399700546576516817348711447874471057682592016986321383862721079584502285192809291527348248677355279214995072665655459480200374219558208717605538967036301736764256571,1407,1.327100
1409,iterative,1300469317155930877659283409061063621543931672057647051003974021114965776120058006021478574724456302533212025024457580114920167500313006990129227644285044012852803938456200530730086432458471117928014962187544786823197348339844068316631527176439895525231438434968688692736984690064227921490529309,1408,0.254300
1409,memoization,1300469317155930877659283409061063621543931672057647051003974021114965776120058006021478574724456302533212025024457580114920167500313006990129227644285044012852803938456200530730086432458471117928014962187544786823197348339844068316631527176439895525231438434968688692736984690064227921490529309,1408,1.181600
1410,iterative,2104203556484662897014759918172697970776283079796135727213533001325675059841777684323020027202471176681416362128923483200793164231712707536705744461633755460727274996138792547716407816321192197512517247380354078350545597017199347531626599842095355005431812654526897410342523657100529658254785880,1409,0.252800
1410,memoization,2104203556484662897014759918172697970776283079796135727213533001325675059841777684323020027202471176681416362128923483200793164231712707536705744461633755460727274996138792547716407816321192197512517247380354078350545597017199347531626599842095355005431812654526897410342523657100529658254785880,1409,1.230000
1411,iterative,3404672873640593774674043327233761592320214751853782778217507022440640835961835690344498601926927479214628387153381063315713331732025714526834972105918799473580078934594993078446494248779663315440532209567898865173742945357043415848258127018535250530663251089495586103079508347164757579745315189,1410,0.254400
1411,memoization,3404672873640593774674043327233761592320214751853782778217507022440640835961835690344498601926927479214628387153381063315713331732025714526834972105918799473580078934594993078446494248779663315440532209567898865173742945357043415848258127018535250530663251089495586103079508347164757579745315189,1410,1.287900
1412,iterative,5508876430125256671688803245406459563096497831649918505431040023766315895803613374667518629129398655896044749282304546516506495963738422063540716567552554934307353930733785626162902065100855512953049456948252943524288542374242763379884726860630605536095063744022483513422032004265287238000101069,1411,0.254500
1412,memoization,5508876430125256671688803245406459563096497831649918505431040023766315895803613374667518629129398655896044749282304546516506495963738422063540716567552554934307353930733785626162902065100855512953049456948252943524288542374242763379884726860630605536095063744022483513422032004265287238000101069,1411,1.672000
1413,iterative,8913549303765850446362846572640221155416712583503701283648547046206956731765449065012017231056326135110673136435685609832219827695764136590375688673471354407887432865328778704609396313880518828393581666516151808698031487731286179228142853879165856066758314833518069616501540351430044817745416258,1412,0.256200
1413,memoization,8913549303765850446362846572640221155416712583503701283648547046206956731765449065012017231056326135110673136435685609832219827695764136590375688673471354407887432865328778704609396313880518828393581666516151808698031487731286179228142853879165856066758314833518069616501540351430044817745416258,1412,1.236700
1414,iterative,14422425733891107118051649818046680718513210415153619789079587069973272627569062439679535860185724791006717885717990156348726323659502558653916405241023909342194786796062564330772298378981374341346631123464404752222320030105528942608027580739796461602853378577540553129923572355695332055745517327,1413,0.252700
1414,memoization,14422425733891107118051649818046680718513210415153619789079587069973272627569062439679535860185724791006717885717990156348726323659502558653916405241023909342194786796062564330772298378981374341346631123464404752222320030105528942608027580739796461602853378577540553129923572355695332055745517327,1413,1.165800
1415,iterative,23335975037656957564414496390686901873929922998657321072728134116180229359334511504691553091242050926117391022153675766180946151355266695244292093914495263750082219661391343035381694692861893169740212789980556560920351517836815121836170434618962317669611693411058622746425112707125376873490933585,1414,0.254000
1415,memoization,23335975037656957564414496390686901873929922998657321072728134116180229359334511504691553091242050926117391022153675766180946151355266695244292093914495263750082219661391343035381694692861893169740212789980556560920351517836815121836170434618962317669611693411058622746425112707125376873490933585,1414,1.202300
1416,iterative,37758400771548064682466146208733582592443133413810940861807721186153501986903573944371088951427775717124108907871665922529672475014769253898208499155519173092277006457453907366153993071843267511086843913444961313142671547942344064444198015358758779272465071988599175876348685062820708929236450912,1415,0.255100
1416,memoization,37758400771548064682466146208733582592443133413810940861807721186153501986903573944371088951427775717124108907871665922529672475014769253898208499155519173092277006457453907366153993071843267511086843913444961313142671547942344064444198015358758779272465071988599175876348685062820708929236450912,1415,1.222500
1417,iterative,61094375809205022246880642599420484466373056412468261934535855302333731346238085449062642042669826643241499930025341688710618626370035949142500593070014436842359226118845250401535687764705160680827056703425517874063023065779159186280368449977721096942076765399657798622773797769946085802727384497,1416,0.252800
1417,memoization,61094375809205022246880642599420484466373056412468261934535855302333731346238085449062642042669826643241499930025341688710618626370035949142500593070014436842359226118845250401535687764705160680827056703425517874063023065779159186280368449977721096942076765399657798622773797769946085802727384497,1416,1.208200
1418,iterative,98852776580753086929346788808154067058816189826279202796343576488487233333141659393433730994097602360365608837897007611240291101384805203040709092225533609934636232576299157767689680836548428191913900616870479187205694613721503250724566465336479876214541837388256974499122482832766794731963835409,1417,0.251500
1418,memoization,98852776580753086929346788808154067058816189826279202796343576488487233333141659393433730994097602360365608837897007611240291101384805203040709092225533609934636232576299157767689680836548428191913900616870479187205694613721503250724566465336479876214541837388256974499122482832766794731963835409,1417,1.178500
1419,iterative,159947152389958109176227431407574551525189246238747464730879431790820964679379744842496373036767429003607108767922349299950909727754841152183209685295548046776995458695144408169225368601253588872740957320295997061268717679500662437004934915314200973156618602787914773121896280602712880534691219906,1418,0.254000
1419,memoization,159947152389958109176227431407574551525189246238747464730879431790820964679379744842496373036767429003607108767922349299950909727754841152183209685295548046776995458695144408169225368601253588872740957320295997061268717679500662437004934915314200973156618602787914773121896280602712880534691219906,1418,1.351200
1420,iterative,258799928970711196105574220215728618584005436065026667527223008279308198012521404235930104030865031363972717605819356911191200829139646355223918777521081656711631691271443565936915049437802017064654857937166476248474412293222165687729501380650680849371160440176171747621018763435479675266655055315,1419,0.254600
1420,memoization,258799928970711196105574220215728618584005436065026667527223008279308198012521404235930104030865031363972717605819356911191200829139646355223918777521081656711631691271443565936915049437802017064654857937166476248474412293222165687729501380650680849371160440176171747621018763435479675266655055315,1419,1.412500
1421,iterative,418747081360669305281801651623303170109194682303774132258102440070129162691901149078426477067632460367579826373741706211142110556894487507407128462816629703488627149966587974106140418039055605937395815257462473309743129972722828124734436295964881822527779042964086520742915044038192555801346275221,1420,0.263600
1421,memoization,418747081360669305281801651623303170109194682303774132258102440070129162691901149078426477067632460367579826373741706211142110556894487507407128462816629703488627149966587974106140418039055605937395815257462473309743129972722828124734436295964881822527779042964086520742915044038192555801346275221,1420,1.208300
1422,iterative,677547010331380501387375871839031788693200118368800799785325448349437360704422553314356581098497491731552543979561063122333311386034133862631047240337711360200258841238031540043055467476857623002050673194628949558217542265944993812463937676615562671898939483140258268363933807473672231068001330536,1421,0.257000
1422,memoization,677547010331380501387375871839031788693200118368800799785325448349437360704422553314356581098497491731552543979561063122333311386034133862631047240337711360200258841238031540043055467476857623002050673194628949558217542265944993812463937676615562671898939483140258268363933807473672231068001330536,1421,1.193500
1423,iterative,1096294091692049806669177523462334958802394800672574932043427888419566523396323702392783058166129952099132370353302769333475421942928621370038175703154341063688885991204619514149195885515913228939446488452091422867960672238667821937198373972580444494426718526104344789106848851511864786869347605757,1422,0.252900
1423,memoization,1096294091692049806669177523462334958802394800672574932043427888419566523396323702392783058166129952099132370353302769333475421942928621370038175703154341063688885991204619514149195885515913228939446488452091422867960672238667821937198373972580444494426718526104344789106848851511864786869347605757,1422,1.278900
1424,iterative,1773841102023430308056553395301366747495594919041375731828753336769003884100746255707139639264627443830684914332863832455808733328962755232669222943492052423889144832442651054192251352992770851941497161646720372426178214504612815749662311649196007166325658009244603057470782658985537017937348936293,1423,0.260300
1424,memoization,1773841102023430308056553395301366747495594919041375731828753336769003884100746255707139639264627443830684914332863832455808733328962755232669222943492052423889144832442651054192251352992770851941497161646720372426178214504612815749662311649196007166325658009244603057470782658985537017937348936293,1423,1.732800
1425,iterative,2870135193715480114725730918763701706297989719713950663872181225188570407497069958099922697430757395929817284686166601789284155271891376602707398646646393487578030823647270568341447238508684080880943650098811795294138886743280637686860685621776451660752376535348947846577631510497401804806696542050,1424,0.253900
1425,memoization,2870135193715480114725730918763701706297989719713950663872181225188570407497069958099922697430757395929817284686166601789284155271891376602707398646646393487578030823647270568341447238508684080880943650098811795294138886743280637686860685621776451660752376535348947846577631510497401804806696542050,1424,1.224900
1426,iterative,4643976295738910422782284314065068453793584638755326395700934561957574291597816213807062336695384839760502199019030434245092888600854131835376621590138445911467175656089921622533698591501454932822440811745532167720317101247893453436522997270972458827078034544593550904048414169482938822744045478343,1425,0.257400
1426,memoization,4643976295738910422782284314065068453793584638755326395700934561957574291597816213807062336695384839760502199019030434245092888600854131835376621590138445911467175656089921622533698591501454932822440811745532167720317101247893453436522997270972458827078034544593550904048414169482938822744045478343,1425,1.328900
1427,iterative,7514111489454390537508015232828770160091574358469277059573115787146144699094886171906985034126142235690319483705197036034377043872745508438084020236784839399045206479737192190875145830010139013703384461844343963014455987991174091123383682892748910487830411079942498750626045679980340627550742020393,1426,0.256900
1427,memoization,7514111489454390537508015232828770160091574358469277059573115787146144699094886171906985034126142235690319483705197036034377043872745508438084020236784839399045206479737192190875145830010139013703384461844343963014455987991174091123383682892748910487830411079942498750626045679980340627550742020393,1426,1.454800
1428,iterative,12158087785193300960290299546893838613885158997224603455274050349103718990692702385714047370821527075450821682724227470279469932473599640273460641826923285310512382135827113813408844421511593946525825273589876130734773089239067544559906680163721369314908445624536049654674459849463279450294787498736,1427,0.258600
1428,memoization,12158087785193300960290299546893838613885158997224603455274050349103718990692702385714047370821527075450821682724227470279469932473599640273460641826923285310512382135827113813408844421511593946525825273589876130734773089239067544559906680163721369314908445624536049654674459849463279450294787498736,1427,1.234900
1429,iterative,19672199274647691497798314779722608773976733355693880514847166136249863689787588557621032404947669311141141166429424506313846976346345148711544662063708124709557588615564306004283990251521732960229209735434220093749229077230241635683290363056470279802738856704478548405300505529443620077845529519129,1428,0.256300
1429,memoization,19672199274647691497798314779722608773976733355693880514847166136249863689787588557621032404947669311141141166429424506313846976346345148711544662063708124709557588615564306004283990251521732960229209735434220093749229077230241635683290363056470279802738856704478548405300505529443620077845529519129,1428,1.242500
1430,iterative,31830287059840992458088614326616447387861892352918483970121216485353582680480290943335079775769196386591962849153651976593316908819944788985005303890631410020069970751391419817692834673033326906755035009024096224484002166469309180243197043220191649117647302329014598059974965378906899528140317017865,1429,0.256700
1430,memoization,31830287059840992458088614326616447387861892352918483970121216485353582680480290943335079775769196386591962849153651976593316908819944788985005303890631410020069970751391419817692834673033326906755035009024096224484002166469309180243197043220191649117647302329014598059974965378906899528140317017865,1429,0.845700
1431,iterative,51502486334488683955886929106339056161838625708612364484968382621603446370267879500956112180716865697733104015583076482907163885166289937696549965954339534729627559366955725821976824924555059866984244744458316318233231243699550815926487406276661928920386159033493146465275470908350519605985846536994,1430,0.134600
1431,memoization,51502486334488683955886929106339056161838625708612364484968382621603446370267879500956112180716865697733104015583076482907163885166289937696549965954339534729627559366955725821976824924555059866984244744458316318233231243699550815926487406276661928920386159033493146465275470908350519605985846536994,1430,0.743800
1432,iterative,83332773394329676413975543432955503549700518061530848455089599106957029050748170444291191956486062084325066864736728459500480793986234726681555269844970944749697530118347145639669659597588386773739279753482412542717233410168859996169684449496853578038033461362507744525250436287257419134126163554859,1431,0.135700
1432,memoization,83332773394329676413975543432955503549700518061530848455089599106957029050748170444291191956486062084325066864736728459500480793986234726681555269844970944749697530118347145639669659597588386773739279753482412542717233410168859996169684449496853578038033461362507744525250436287257419134126163554859,1431,0.758500
1433,iterative,134835259728818360369862472539294559711539143770143212940057981728560475421016049945247304137202927782058170880319804942407644679152524664378105235799310479479325089485302871461646484522143446640723524497940728860950464653868410812096171855773515506958419620396000890990525907195607938740112010091853,1432,0.137400
1433,memoization,134835259728818360369862472539294559711539143770143212940057981728560475421016049945247304137202927782058170880319804942407644679152524664378105235799310479479325089485302871461646484522143446640723524497940728860950464653868410812096171855773515506958419620396000890990525907195607938740112010091853,1432,0.713000
1434,iterative,218168033123148036783838015972250063261239661831674061395147580835517504471764220389538496093688989866383237745056533401908125473138759391059660505644281424229022619603650017101316144119731833414462804251423141403667698064037270808265856305270369084996453081758508635515776343482865357874238173646712,1433,0.134600
1434,memoization,218168033123148036783838015972250063261239661831674061395147580835517504471764220389538496093688989866383237745056533401908125473138759391059660505644281424229022619603650017101316144119731833414462804251423141403667698064037270808265856305270369084996453081758508635515776343482865357874238173646712,1433,0.716200
1435,iterative,353003292851966397153700488511544622972778805601817274335205562564077979892780270334785800230891917648441408625376338344315770152291284055437765741443591903708347709088952888562962628641875280055186328749363870264618162717905681620362028161043884591954872702154509526506302250678473296614350183738565,1434,0.135200
1435,memoization,353003292851966397153700488511544622972778805601817274335205562564077979892780270334785800230891917648441408625376338344315770152291284055437765741443591903708347709088952888562962628641875280055186328749363870264618162717905681620362028161043884591954872702154509526506302250678473296614350183738565,1434,0.766400
1436,iterative,571171325975114433937538504483794686234018467433491335730353143399595484364544490724324296324580907514824646370432871746223895625430043446497426247087873327937370328692602905664278772761607113469649133000787011668285860781942952428627884466314253676951325783913018162022078594161338654488588357385277,1435,0.134400
1436,memoization,571171325975114433937538504483794686234018467433491335730353143399595484364544490724324296324580907514824646370432871746223895625430043446497426247087873327937370328692602905664278772761607113469649133000787011668285860781942952428627884466314253676951325783913018162022078594161338654488588357385277,1435,1.105200
1437,iterative,924174618827080831091238992995339309206797273035308610065558705963673464257324761059110096555472825163266054995809210090539665777721327501935191988531465231645718037781555794227241401403482393524835461750150881932904023499848634048989912627358138268906198486067527688528380844839811951102938541123842,1436,0.135200
1437,memoization,924174618827080831091238992995339309206797273035308610065558705963673464257324761059110096555472825163266054995809210090539665777721327501935191988531465231645718037781555794227241401403482393524835461750150881932904023499848634048989912627358138268906198486067527688528380844839811951102938541123842,1436,0.969900
1438,iterative,1495345944802195265028777497479133995440815740468799945795911849363268948621869251783434392880053732678090701366242081836763561403151370948432618235619338559583088366474158699891520174165089506994484594750937893601189884281791586477617797093672391945857524269980545850550459439001150605591526898509119,1437,0.140900
1438,memoization,1495345944802195265028777497479133995440815740468799945795911849363268948621869251783434392880053732678090701366242081836763561403151370948432618235619338559583088366474158699891520174165089506994484594750937893601189884281791586477617797093672391945857524269980545850550459439001150605591526898509119,1437,0.720600
1439,iterative,2419520563629276096120016490474473304647613013504108555861470555326942412879194012842544489435526557841356756362051291927303227180872698450367810224150803791228806404255714494118761575568571900519320056501088775534093907781640220526607709721030530214763722756048073539078840283840962556694465439632961,1438,0.135900
1439,memoization,2419520563629276096120016490474473304647613013504108555861470555326942412879194012842544489435526557841356756362051291927303227180872698450367810224150803791228806404255714494118761575568571900519320056501088775534093907781640220526607709721030530214763722756048073539078840283840962556694465439632961,1438,0.734700
1440,iterative,3914866508431471361148793987953607300088428753972908501657382404690211361501063264625978882315580290519447457728293373764066788584024069398800428459770142350811894770729873194010281749733661407513804651252026669135283792063431807004225506814702922160621247026028619389629299722842113162285992338142080,1439,0.134900
1440,memoization,3914866508431471361148793987953607300088428753972908501657382404690211361501063264625978882315580290519447457728293373764066788584024069398800428459770142350811894770729873194010281749733661407513804651252026669135283792063431807004225506814702922160621247026028619389629299722842113162285992338142080,1439,0.725000
1441,iterative,6334387072060747457268810478428080604736041767477017057518852960017153774380257277468523371751106848360804214090344665691370015764896767849168238683920946142040701174985587688129043325302233308033124707753115444669377699845072027530833216535733452375384969782076692928708140006683075718980457777775041,1440,0.135800
1441,memoization,6334387072060747457268810478428080604736041767477017057518852960017153774380257277468523371751106848360804214090344665691370015764896767849168238683920946142040701174985587688129043325302233308033124707753115444669377699845072027530833216535733452375384969782076692928708140006683075718980457777775041,1440,0.751200
1442,iterative,10249253580492218818417604466381687904824470521449925559176235364707365135881320542094502254066687138880251671818638039455436804348920837247968667143691088492852595945715460882139325075035894715546929359005142113804661491908503834535058723350436374536006216808105312318337439729525188881266450115917121,1441,0.135800
1442,memoization,10249253580492218818417604466381687904824470521449925559176235364707365135881320542094502254066687138880251671818638039455436804348920837247968667143691088492852595945715460882139325075035894715546929359005142113804661491908503834535058723350436374536006216808105312318337439729525188881266450115917121,1441,0.743800
1443,iterative,16583640652552966275686414944809768509560512288926942616695088324724518910261577819563025625817793987241055885908982705146806820113817605097136905827612034634893297120701048570268368400338128023580054066758257558474039191753575862065891939886169826911391186590182005247045579736208264600246907893692162,1442,0.136500
1443,memoization,16583640652552966275686414944809768509560512288926942616695088324724518910261577819563025625817793987241055885908982705146806820113817605097136905827612034634893297120701048570268368400338128023580054066758257558474039191753575862065891939886169826911391186590182005247045579736208264600246907893692162,1442,0.730200
1444,iterative,26832894233045185094104019411191456414384982810376868175871323689431884046142898361657527879884481126121307557727620744602243624462738442345105572971303123127745893066416509452407693475374022739126983425763399672278700683662079696600950663236606201447397403398287317565383019465733453481513358009609283,1443,0.137000
1444,memoization,26832894233045185094104019411191456414384982810376868175871323689431884046142898361657527879884481126121307557727620744602243624462738442345105572971303123127745893066416509452407693475374022739126983425763399672278700683662079696600950663236606201447397403398287317565383019465733453481513358009609283,1443,1.158200
1445,iterative,43416534885598151369790434356001224923945495099303810792566412014156402956404476181220553505702275113362363443636603449749050444576556047442242478798915157762639190187117558022676061875712150762707037492521657230752739875415655558666842603122776028358788589988469322812428599201941718081760265903301445,1444,0.260400
1445,memoization,43416534885598151369790434356001224923945495099303810792566412014156402956404476181220553505702275113362363443636603449749050444576556047442242478798915157762639190187117558022676061875712150762707037492521657230752739875415655558666842603122776028358788589988469322812428599201941718081760265903301445,1444,1.369700
1446,iterative,70249429118643336463894453767192681338330477909680678968437735703588287002547374542878081385586756239483671001364224194351294069039294489787348051770218280890385083253534067475083755351086173501834020918285056903031440559077735255267793266359382229806185993386756640377811618667675171563273623912910728,1445,0.237100
1446,memoization,70249429118643336463894453767192681338330477909680678968437735703588287002547374542878081385586756239483671001364224194351294069039294489787348051770218280890385083253534067475083755351086173501834020918285056903031440559077735255267793266359382229806185993386756640377811618667675171563273623912910728,1445,1.359200
1447,iterative,113665964004241487833684888123193906262275973008984489761004147717744689958951850724098634891289031352846034445000827644100344513615850537229590530569133438653024273440651625497759817226798324264541058410806714133784180434493390813934635869482158258164974583375225963190240217869616889645033889816212173,1446,0.262100
1447,memoization,113665964004241487833684888123193906262275973008984489761004147717744689958951850724098634891289031352846034445000827644100344513615850537229590530569133438653024273440651625497759817226798324264541058410806714133784180434493390813934635869482158258164974583375225963190240217869616889645033889816212173,1446,1.329200
1448,iterative,183915393122884824297579341890386587600606450918665168729441883421332976961499225266976716276875787592329705446365051838451638582655145027016938582339351719543409356694185692972843572577884497766375079329091771036815620993571126069202429135841540487971160576761982603568051836537292061208307513729122901,1447,0.261100
1448,memoization,183915393122884824297579341890386587600606450918665168729441883421332976961499225266976716276875787592329705446365051838451638582655145027016938582339351719543409356694185692972843572577884497766375079329091771036815620993571126069202429135841540487971160576761982603568051836537292061208307513729122901,1447,1.758800
1449,iterative,297581357127126312131264230013580493862882423927649658490446031139077666920451075991075351168164818945175739891365879482551983096270995564246529112908485158196433630134837318470603389804682822030916137739898485170599801428064516883137065005323698746136135160137208566758292054406908950853341403545335074,1448,0.261300
1449,memoization,297581357127126312131264230013580493862882423927649658490446031139077666920451075991075351168164818945175739891365879482551983096270995564246529112908485158196433630134837318470603389804682822030916137739898485170599801428064516883137065005323698746136135160137208566758292054406908950853341403545335074,1448,1.237000
1450,iterative,481496750250011136428843571903967081463488874846314827219887914560410643881950301258052067445040606537505445337730931321003621678926140591263467695247836877739842986829023011443446962382567319797291217068990256207415422421635642952339494141165239234107295736899191170326343890944201012061648917274457975,1449,0.268100
1450,memoization,481496750250011136428843571903967081463488874846314827219887914560410643881950301258052067445040606537505445337730931321003621678926140591263467695247836877739842986829023011443446962382567319797291217068990256207415422421635642952339494141165239234107295736899191170326343890944201012061648917274457975,1449,1.197600
1451,iterative,779078107377137448560107801917547575326371298773964485710333945699488310802401377249127418613205425482681185229096810803555604775197136155509996808156322035936276616963860329914050352187250141828207354808888741378015223849700159835476559146488937980243430897036399737084635945351109962914990320819793049,1450,0.260900
1451,memoization,779078107377137448560107801917547575326371298773964485710333945699488310802401377249127418613205425482681185229096810803555604775197136155509996808156322035936276616963860329914050352187250141828207354808888741378015223849700159835476559146488937980243430897036399737084635945351109962914990320819793049,1450,1.284400
1452,iterative,1260574857627148584988951373821514656789860173620279312930221860259898954684351678507179486058246032020186630566827742124559226454123276746773464503404158913676119603792883341357497314569817461625498571877878997585430646271335802787816053287654177214350726633935590907410979836295310974976639238094251024,1451,0.267100
1452,memoization,1260574857627148584988951373821514656789860173620279312930221860259898954684351678507179486058246032020186630566827742124559226454123276746773464503404158913676119603792883341357497314569817461625498571877878997585430646271335802787816053287654177214350726633935590907410979836295310974976639238094251024,1451,1.275700
1453,iterative,2039652965004286033549059175739062232116231472394243798640555805959387265486753055756306904671451457502867815795924552928114831229320412902283461311560480949612396220756743671271547666757067603453705926686767738963445870121035962623292612434143115194594157530971990644495615781646420937891629558914044073,1452,0.261700
1453,memoization,2039652965004286033549059175739062232116231472394243798640555805959387265486753055756306904671451457502867815795924552928114831229320412902283461311560480949612396220756743671271547666757067603453705926686767738963445870121035962623292612434143115194594157530971990644495615781646420937891629558914044073,1452,1.217000
1454,iterative,3300227822631434618538010549560576888906091646014523111570777666219286220171104734263486390729697489523054446362752295052674057683443689649056925814964639863288515824549627012629044981326885065079204498564646736548876516392371765411108665721797292408944884164907581551906595617941731912868268797008295097,1453,0.262400
1454,memoization,3300227822631434618538010549560576888906091646014523111570777666219286220171104734263486390729697489523054446362752295052674057683443689649056925814964639863288515824549627012629044981326885065079204498564646736548876516392371765411108665721797292408944884164907581551906595617941731912868268797008295097,1453,1.226700
1455,iterative,5339880787635720652087069725299639121022323118408766910211333472178673485657857790019793295401148947025922262158676847980788888912764102551340387126525120812900912045306370683900592648083952668532910425251414475512322386513407728034401278155940407603539041695879572196402211399588152850759898355922339170,1454,0.263800
1455,memoization,5339880787635720652087069725299639121022323118408766910211333472178673485657857790019793295401148947025922262158676847980788888912764102551340387126525120812900912045306370683900592648083952668532910425251414475512322386513407728034401278155940407603539041695879572196402211399588152850759898355922339170,1454,1.262700
1456,iterative,8640108610267155270625080274860216009928414764423290021782111138397959705828962524283279686130846436548976708521429143033462946596207792200397312941489760676189427869855997696529637629410837733612114923816061212061198902905779493445509943877737700012483925860787153748308807017529884763628167152930634267,1455,0.261000
1456,memoization,8640108610267155270625080274860216009928414764423290021782111138397959705828962524283279686130846436548976708521429143033462946596207792200397312941489760676189427869855997696529637629410837733612114923816061212061198902905779493445509943877737700012483925860787153748308807017529884763628167152930634267,1455,1.248900
1457,iterative,13979989397902875922712150000159855130950737882832056931993444610576633191486820314303072981531995383574898970680105991014251835508971894751737700068014881489090339915162368380430230277494790402145025349067475687573521289419187221479911222033678107616022967556666725944711018417118037614388065508852973437,1456,0.264500
1457,memoization,13979989397902875922712150000159855130950737882832056931993444610576633191486820314303072981531995383574898970680105991014251835508971894751737700068014881489090339915162368380430230277494790402145025349067475687573521289419187221479911222033678107616022967556666725944711018417118037614388065508852973437,1456,1.285300
1458,iterative,22620098008170031193337230275020071140879152647255346953775555748974592897315782838586352667662841820123875679201535134047714782105179686952135013009504642165279767785018366076959867906905628135757140272883536899634720192324966714925421165911415807628506893417453879693019825434647922378016232661783607704,1457,0.260800
1458,memoization,22620098008170031193337230275020071140879152647255346953775555748974592897315782838586352667662841820123875679201535134047714782105179686952135013009504642165279767785018366076959867906905628135757140272883536899634720192324966714925421165911415807628506893417453879693019825434647922378016232661783607704,1457,1.237800
1459,iterative,36600087406072907116049380275179926271829890530087403885769000359551226088802603152889425649194837203698774649881641125061966617614151581703872713077519523654370107700180734457390098184400418537902165621951012587208241481744153936405332387945093915244529860974120605637730843851765959992404298170636581141,1458,0.299700
1459,memoization,36600087406072907116049380275179926271829890530087403885769000359551226088802603152889425649194837203698774649881641125061966617614151581703872713077519523654370107700180734457390098184400418537902165621951012587208241481744153936405332387945093915244529860974120605637730843851765959992404298170636581141,1458,1.276200
1460,iterative,59220185414242938309386610550199997412709043177342750839544556108525818986118385991475778316857679023822650329083176259109681399719331268656007726087024165819649875485199100534349966091306046673659305894834549486842961674069120651330753553856509722873036754391574485330750669286413882370420530832420188845,1459,0.269500
1460,memoization,59220185414242938309386610550199997412709043177342750839544556108525818986118385991475778316857679023822650329083176259109681399719331268656007726087024165819649875485199100534349966091306046673659305894834549486842961674069120651330753553856509722873036754391574485330750669286413882370420530832420188845,1459,1.727200
1461,iterative,95820272820315845425435990825379923684538933707430154725313556468077045074920989144365203966052516227521424978964817384171648017333482850359880439164543689474019983185379834991740064275706465211561471516785562074051203155813274587736085941801603638117566615365695090968481513138179842362824829003056769986,1460,0.264400
1461,memoization,95820272820315845425435990825379923684538933707430154725313556468077045074920989144365203966052516227521424978964817384171648017333482850359880439164543689474019983185379834991740064275706465211561471516785562074051203155813274587736085941801603638117566615365695090968481513138179842362824829003056769986,1460,1.242800
1462,iterative,155040458234558783734822601375579921097247976884772905564858112576602864061039375135840982282910195251344075308047993643281329417052814119015888165251567855293669858670578935526090030367012511885220777411620111560894164829882395239066839495658113360990603369757269576299232182424593724733245359835476958831,1461,0.261800
1462,memoization,155040458234558783734822601375579921097247976884772905564858112576602864061039375135840982282910195251344075308047993643281329417052814119015888165251567855293669858670578935526090030367012511885220777411620111560894164829882395239066839495658113360990603369757269576299232182424593724733245359835476958831,1461,1.277800
1463,iterative,250860731054874629160258592200959844781786910592203060290171669044679909135960364280206186248962711478865500287012811027452977434386296969375768604416111544767689841855958770517830094642718977096782248928405673634945367985695669826802925437459716999108169985122964667267713695562773567096070188838533728817,1462,0.313900
